TradeID,Trader,Broker,Symbol,AccountID,AccountSize,StartegyName,Profile,Entry Type,Exit Type,Start Date,End Date,Trade Duration(m),Start Price,End Price,Contracts,Position size,Margin,Commission,Profit,Drawdown,Drawdown %,Run-up,Run-up %
Incubation7BinanceB001BTCUSDT45015.2628258.20,Algo,Binance,BTCUSDT,B001,99753.06,ReversalPnF,Incubation7,Long,Profit Target,30/03/2023 06:11,30/03/2023 06:14,3.01,28258.2,28359.9,1000,28258.2,26000000,22.65,90.39,-41.7,-4.17,82.9,8.29
Incubation7BinanceB001BTCUSDT45015.5028598.90,Algo,Binance,BTCUSDT,B001,99855.46,ReversalPnF,Incubation7,Short,Profit Target,30/03/2023 11:41,30/03/2023 12:03,22.09,28598.9,28496.5,1000,28598.9,26000000,22.84,90.95,-42.44,-0.15,60.76,0.22
Incubation7BinanceB001BTCUSDT45016.0627954.90,Algo,Binance,BTCUSDT,B001,99726.46,ReversalPnF,Incubation7,Short,L_Time_Exit,30/03/2023 22:36,31/03/2023 01:19,162.69,27954.9,28083.9,1000,27954.9,26000000,22.42,-140.19,-236.28,-0.83,62.32,0.22
Incubation7BinanceB001BTCUSDT45016.4427811.00,Algo,Binance,BTCUSDT,B001,99442.36,ReversalPnF,Incubation7,Long,Stop Loss,31/03/2023 10:28,31/03/2023 10:39,11.51,27811,27526.9,1000,27811,26000000,22.14,-295.24,-246.92,-24.69,-7.22,-0.72
Incubation7BinanceB001BTCUSDT45016.6027800.60,Algo,Binance,BTCUSDT,B001,99338.76,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 11:46,31/03/2023 14:17,150.64,27800.6,27904.2,1000,27800.6,26000000,22.28,-114.73,-188.82,-0.68,34.98,0.13
Incubation7BinanceB001BTCUSDT45016.6527849.70,Algo,Binance,BTCUSDT,B001,99080.86,ReversalPnF,Incubation7,Short,Stop Loss,31/03/2023 14:23,31/03/2023 15:30,66.72,27849.7,28107.6,1000,27849.7,26000000,22.38,-269.05,-249.04,-0.9,15.46,0.06
Incubation7BinanceB001BTCUSDT45016.9128395.70,Algo,Binance,BTCUSDT,B001,99047.86,ReversalPnF,Incubation7,Long,S_Time_Exit,31/03/2023 19:27,31/03/2023 21:46,138.55,28395.7,28362.7,1000,28395.7,26000000,22.7,-44.37,-153.26,-15.33,62.84,6.28
Incubation7BinanceB002BTCUSDT45014.7328482.30,Algo,Binance,BTCUSDT,B002,100039.9,ReversalPnF,Incubation7,Long,S_Time_Exit,29/03/2023 17:19,29/03/2023 17:28,8.76,28482.3,28339,1000,28482.3,26000000,22.73,-154.7,-163.69,-16.37,23.51,2.35
Incubation7BinanceB002BTCUSDT45015.2528968.00,Algo,Binance,BTCUSDT,B002,100042.9,ReversalPnF,Incubation7,Short,L_Time_Exit,30/03/2023 05:48,30/03/2023 05:56,7.69,28968,28965,1000,28968,26000000,23.17,-8.6,-113.59,-0.4,33.61,0.12
Incubation7BinanceB002BTCUSDT45015.2628433.90,Algo,Binance,BTCUSDT,B002,100014.4,ReversalPnF,Incubation7,Long,S_Time_Exit,30/03/2023 06:07,30/03/2023 06:10,3.39,28433.9,28318.6,247,7023.17,6422000,5.61,-31.3,-33.68,-29.55,21.37,18.75
Incubation7BinanceB002BTCUSDT45015.2628297.20,Algo,Binance,BTCUSDT,B002,100191.7,ReversalPnF,Incubation7,Long,S_Time_Exit,30/03/2023 06:11,30/03/2023 06:16,4.62,28297.2,28474.6,1000,28297.2,26000000,22.71,166.07,-50.42,-5.04,159.28,15.93
Incubation7BinanceB003BTCUSDT45013.9327272.80,Algo,Binance,BTCUSDT,B003,100016,ReversalPnF,Incubation7,Short,Profit Target,28/03/2023 22:11,28/03/2023 22:17,6.42,27272.8,27197.6,1000,27272.8,26000000,21.79,64.28,-28.11,0,61.79,0
Incubation7BinanceB003BTCUSDT45013.9527303.90,Algo,Binance,BTCUSDT,B003,99853.69,ReversalPnF,Incubation7,Short,Stop Loss,28/03/2023 22:46,28/03/2023 22:52,5.77,27303.9,27466.3,1000,27303.9,26000000,21.91,-173.33,-149.12,-0.55,4.78,0.02
Incubation7BinanceB003BTCUSDT45015.2328693.40,Algo,Binance,BTCUSDT,B003,99947.23,ReversalPnF,Incubation7,Short,L_Time_Exit,30/03/2023 05:22,30/03/2023 05:27,5.53,28693.4,28742.8,1000,28693.4,26000000,22.97,-60.89,-79.18,0,29.52,0
Incubation7BinanceB003BTCUSDT45015.2328821.90,Algo,Binance,BTCUSDT,B003,99927.4,ReversalPnF,Incubation7,Short,L_Time_Exit,30/03/2023 05:28,30/03/2023 05:29,1.25,28821.9,28841.8,1000,28821.9,26000000,23.07,-31.44,-139.63,-0.49,25.27,0.09
Incubation7BinanceB003BTCUSDT45015.2328916.50,Algo,Binance,BTCUSDT,B003,99810.05,ReversalPnF,Incubation7,Short,Stop Loss,30/03/2023 05:31,30/03/2023 05:31,0.5,28916.5,29087.5,1000,28916.5,26000000,23.2,-182.58,-128.87,-0.45,-6.77,-0.02
Incubation7BinanceB003BTCUSDT45015.2329022.00,Algo,Binance,BTCUSDT,B003,99687.31,ReversalPnF,Incubation7,Short,L_Time_Exit,30/03/2023 05:32,30/03/2023 05:35,3.22,29022,29091,1000,29022,26000000,23.25,-80.62,-117.11,-0.4,36.29,0.13
Incubation7BinanceB003BTCUSDT45015.2429049.50,Algo,Binance,BTCUSDT,B003,99764.38,ReversalPnF,Incubation7,Short,Profit Target,30/03/2023 05:48,30/03/2023 05:49,0.79,29049.5,28972.3,1000,29049.5,26000000,23.21,65.57,-11.62,-0.04,65.48,0.23
Incubation7BinanceB003BTCUSDT45015.2628260.60,Algo,Binance,BTCUSDT,B003,99859.9,ReversalPnF,Incubation7,Long,Profit Target,30/03/2023 06:11,30/03/2023 06:12,1.18,28260.6,28338,1000,28260.6,26000000,22.64,66.08,-44.1,-3.46,63,4.95
Incubation7BinanceB003BTCUSDT45015.7328355.30,Algo,Binance,BTCUSDT,B003,99891.5,ReversalPnF,Incubation7,Long,S_Time_Exit,30/03/2023 17:18,30/03/2023 17:26,8.28,28355.3,28387,1000,28355.3,26000000,22.7,20.35,-29.54,-2.95,56.16,5.62
Incubation7BinanceB003BTCUSDT45015.8128182.70,Algo,Binance,BTCUSDT,B003,99968.75,ReversalPnF,Incubation7,Long,Profit Target,30/03/2023 19:27,30/03/2023 19:30,3.24,28182.7,28260,1000,28182.7,26000000,22.58,66.02,-13.27,-1.33,45.93,4.59
Incubation7BinanceB003BTCUSDT45015.8627853.10,Algo,Binance,BTCUSDT,B003,100046.3,ReversalPnF,Incubation7,Long,Profit Target,30/03/2023 20:38,30/03/2023 20:39,0.9,27853.1,27930.7,1000,27853.1,26000000,22.31,66.45,-14.24,-2.56,60.76,10.93
Incubation7BinanceB003BTCUSDT45015.8627789.20,Algo,Binance,BTCUSDT,B003,100123.6,ReversalPnF,Incubation7,Long,Profit Target,30/03/2023 20:41,30/03/2023 20:44,2.22,27789.2,27866.5,1000,27789.2,26000000,22.26,66.17,-19.92,-10.21,67.48,34.61
Incubation7BinanceB003BTCUSDT45015.9027809.00,Algo,Binance,BTCUSDT,B003,100176.8,ReversalPnF,Incubation7,Long,S_Time_Exit,30/03/2023 21:16,30/03/2023 21:29,13.12,27809,27862.2,1000,27809,26000000,22.27,42.07,-30.12,-3.01,54.58,5.46
Incubation7BinanceB003BTCUSDT45016.0628071.20,Algo,Binance,BTCUSDT,B003,100157.9,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 00:46,31/03/2023 01:21,35.51,28071.2,28090.1,1000,28071.2,26000000,22.46,-30.14,-52.53,-0.19,31.07,0.11
Incubation7BinanceB003BTCUSDT45016.1728270.10,Algo,Binance,BTCUSDT,B003,100091,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 04:02,31/03/2023 04:10,8.14,28270.1,28337,1000,28270.1,26000000,22.64,-78.22,-108.91,-0.39,18.19,0.06
Incubation7BinanceB003BTCUSDT45016.1928271.60,Algo,Binance,BTCUSDT,B003,100166,ReversalPnF,Incubation7,Short,Profit Target,31/03/2023 04:20,31/03/2023 04:30,9.44,28271.6,28196.6,1000,28271.6,26000000,22.59,63.68,-21.81,-0.08,62.19,0.22
Incubation7BinanceB003BTCUSDT45016.4427809.90,Algo,Binance,BTCUSDT,B003,100104.8,ReversalPnF,Incubation7,Long,S_Time_Exit,31/03/2023 10:25,31/03/2023 10:36,10.58,27809.9,27748.7,1000,27809.9,26000000,22.22,-72.34,-81.02,-8.1,-5.72,-0.57
Incubation7BinanceB003BTCUSDT45016.4427694.80,Algo,Binance,BTCUSDT,B003,99936.82,ReversalPnF,Incubation7,Long,Stop Loss,31/03/2023 10:37,31/03/2023 10:39,2.08,27694.8,27526.9,1000,27694.8,26000000,22.09,-178.99,-130.68,-0.47,23.82,0.09
Incubation7BinanceB003BTCUSDT45016.4527604.10,Algo,Binance,BTCUSDT,B003,99931.5,ReversalPnF,Incubation7,Long,S_Time_Exit,31/03/2023 10:40,31/03/2023 10:46,5.7,27604.1,27598.8,1000,27604.1,26000000,22.08,-16.35,-39.24,-3.92,54.36,5.44
Incubation7BinanceB003BTCUSDT45016.4927700.00,Algo,Binance,BTCUSDT,B003,100006.9,ReversalPnF,Incubation7,Long,Profit Target,31/03/2023 11:31,31/03/2023 11:45,13.63,27700,27775.4,1000,27700,26000000,22.19,64.31,-34.58,-3.46,52.42,5.24
Incubation7BinanceB003BTCUSDT45016.6327964.00,Algo,Binance,BTCUSDT,B003,100037.6,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 14:39,31/03/2023 15:04,25.49,27964,27933.3,1000,27964,26000000,22.36,19.5,-15.19,-0.05,48.21,0.17
Incubation7BinanceB003BTCUSDT45016.6728041.10,Algo,Binance,BTCUSDT,B003,99983.5,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 15:47,31/03/2023 15:59,12.84,28041.1,28095.2,1000,28041.1,26000000,22.45,-65.33,-75.12,-0.27,3.18,0.01
Incubation7BinanceB003BTCUSDT45016.6828153.00,Algo,Binance,BTCUSDT,B003,99944.1,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 16:08,31/03/2023 16:16,8.53,28153,28192.4,1000,28153,26000000,22.54,-50.67,-75.46,-0.27,25.64,0.09
Incubation7BinanceB003BTCUSDT45016.7128375.90,Algo,Binance,BTCUSDT,B003,99996.4,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 16:48,31/03/2023 17:04,15.48,28375.9,28323.6,1000,28375.9,26000000,22.68,40.94,-110.45,-0.39,43.45,0.15
Incubation7BinanceB003BTCUSDT45016.7428452.10,Algo,Binance,BTCUSDT,B003,99904.01,ReversalPnF,Incubation7,Short,L_Time_Exit,31/03/2023 17:20,31/03/2023 17:42,21.41,28452.1,28544.5,1000,28452.1,26000000,22.8,-103.79,-109.28,-0.39,41.02,0.14
Incubation7BinanceB003BTCUSDT45016.7628516.40,Algo,Binance,BTCUSDT,B003,100006.7,ReversalPnF,Incubation7,Short,Profit Target,31/03/2023 17:59,31/03/2023 18:14,15.37,28516.4,28413.7,1000,28516.4,26000000,22.77,91.28,-80.01,-0.28,2.69,0.01
Incubation7BinanceB003BTCUSDT45016.9328350.50,Algo,Binance,BTCUSDT,B003,99986.35,ReversalPnF,Incubation7,Long,S_Time_Exit,31/03/2023 21:51,31/03/2023 22:12,21.45,28350.5,28330.2,1000,28350.5,26000000,22.67,-31.65,-91.84,-9.18,-0.04,0
Incubation1IBSIM001MNQM345019.0413270.00,Algo,IB,MNQM3,SIM001,5040,ReversalPnF,Incubation1,Short,Profit Target,31/03/2023 22:41,03/04/2023 01:03,3021.83,13270,13250,1,26540,3000,2.5,37.5,-84.25,0,34.25,0
Incubation3IBSIM003MNQM345019.1113262.50,Algo,IB,MNQM3,SIM003,4982,ReversalPnF,Incubation3,Long,S_Time_Exit,31/03/2023 23:55,03/04/2023 02:41,3046.88,13262.5,13253.25,1,26525,3000,2.5,-21,-53.75,-0.2,53.75,0.2
LiveIBU11432757MNQM345019.4113225.00,Algo,IB,MNQM3,U11432757,1191.1,ReversalPnF,Live,Long,S_Time_Exit,03/04/2023 08:00,03/04/2023 09:50,110,13225,13220.5,1,26450,3000,2.5,-11.5,-33.25,0,4.75,0
LiveIBU11432757MNQM345019.4113269.75,Algo,IB,MNQM3,U11432757,1202.6,ReversalPnF,Live,Short,S_Time_Exit,31/03/2023 22:40,03/04/2023 01:00,3046,13269.75,13269.75,1,26450,3000,2.5,-2.5,-80,0,4.75,0
LiveIBU11432757MNQM345019.4113225.00,Algo,IB,MNQM3,U11432757,1191.1,ReversalPnF,Live,Long,S_Time_Exit,03/04/2023 08:00,03/04/2023 09:50,110,13225,13220.5,1,26450,3000,2.5,-11.5,-33.25,0,4.75,0
LiveIBU11432757MNQM345019.5413219.25,Algo,IB,MNQM3,U11432757,1191.84,ReversalPnF,Live,Long,S_Time_Exit,03/04/2023 11:10,03/04/2023 13:00,110,13219.25,13219,1,26438.5,3000,2.5,-3,-33.75,-0.13,8.25,0.03
LiveIBU11432757MNQM345019.6913210.75,Algo,IB,MNQM3,U11432757,1228.12,ReversalPnF,Live,Long,Profit Target,03/04/2023 16:00,03/04/2023 16:30,30,13210.75,13230.75,1,26421.5,3000,2.5,37.5,-15.25,-0.06,27.75,0.1
Incubation1IBSIM001MNQM345019.6413230.50,Algo,IB,MNQM3,SIM001,4972,ReversalPnF,Incubation1,Long,S_Time_Exit,03/04/2023 10:17,03/04/2023 15:21,304,13230.5,13196.5,1,26461,3000,2.5,-70.5,-93.25,-0.35,30.25,0.11
Incubation1IBSIM001MNQM345019.6913216.75,Algo,IB,MNQM3,SIM001,5012,ReversalPnF,Incubation1,Long,Profit Target,03/04/2023 16:03,03/04/2023 16:33,30.37,13216.75,13236.75,1,26433.5,3000,2.5,37.5,-38.75,-0.15,38.25,0.14
Incubation2IBSIM002MNQM345019.7513240.00,Algo,IB,MNQM3,SIM002,4881.5,ReversalPnF,Incubation2,Long,Stop Loss,03/04/2023 17:37,03/04/2023 17:56,18.15,13240,13170,1,26480,3000,2.5,-142.5,-13.25,-0.05,53.75,0.2
Incubation2IBSIM002MNQM345019.8013166.75,Algo,IB,MNQM3,SIM002,4940,ReversalPnF,Incubation2,Long,Profit Target,03/04/2023 18:12,03/04/2023 19:15,63.17,13166.75,13206.75,1,26333.5,3000,2.5,77.5,-13.25,-0.05,53.75,0.2
Incubation2IBSIM002MNQM345019.9013166.75,Algo,IB,MNQM3,SIM002,5020,ReversalPnF,Incubation2,Long,Profit Target,03/04/2023 20:03,03/04/2023 21:39,95.15,13166.75,13206.75,1,26333.5,3000,2.5,77.5,-18.75,-0.07,31.25,0.12
Incubation7BinanceB003BTCUSDT45018.9627906.20,Algo,Binance,BTCUSDT,B003,100061.4,ReversalPnF,Incubation7,Long,Profit Target,02/04/2023 22:59,02/04/2023 22:59,7.12,27906.2,27981.2,1000,27906.2,26000000,22.35,63.83,-29.36,-2.94,62.54,6.25
Incubation7BinanceB003BTCUSDT45019.2027709.80,Algo,Binance,BTCUSDT,B003,99903.95,ReversalPnF,Incubation7,Long,Stop Loss,03/04/2023 04:44,03/04/2023 04:44,1.54,27709.8,27552.4,1000,27709.8,26000000,22.1,-168.49,-141.38,-14.14,7.32,0.73
Incubation7BinanceB003BTCUSDT45019.2127703.30,Algo,Binance,BTCUSDT,B003,99869.15,ReversalPnF,Incubation7,Long,S_Time_Exit,03/04/2023 04:51,03/04/2023 04:51,10.57,27703.3,27668.5,1000,27703.3,26000000,22.15,-45.89,-71.08,-7.11,-5.78,-0.58
Incubation7BinanceB003BTCUSDT45019.2727627.50,Algo,Binance,BTCUSDT,B003,99948.89,ReversalPnF,Incubation7,Long,Profit Target,03/04/2023 06:07,03/04/2023 06:07,20.16,27627.5,27707.3,1000,27627.5,26000000,22.13,68.74,-28.55,-2.86,51.25,5.12
Incubation7BinanceB003BTCUSDT45019.4828276.00,Algo,Binance,BTCUSDT,B003,99885.02,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 11:21,03/04/2023 11:21,6.11,28276,28339.8,1000,28276,26000000,22.65,-75.12,-116.21,-0.42,-3.01,-0.01
Incubation7BinanceB003BTCUSDT45019.4828394.30,Algo,Binance,BTCUSDT,B003,99955.88,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 11:30,03/04/2023 11:30,5.28,28394.3,28323.5,1000,28394.3,26000000,22.69,59.43,-74.26,-0.26,56.04,0.2
Incubation7BinanceB003BTCUSDT45019.5628426.60,Algo,Binance,BTCUSDT,B003,99917.44,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 13:26,03/04/2023 13:26,5.45,28426.6,28465,1000,28426.6,26000000,22.76,-49.78,-104.77,-0.37,59.43,0.21
Incubation7BinanceB003BTCUSDT45019.5828397.80,Algo,Binance,BTCUSDT,B003,99992.84,ReversalPnF,Incubation7,Short,Profit Target,03/04/2023 13:36,03/04/2023 13:36,18.15,28397.8,28322.4,1000,28397.8,26000000,22.69,64.03,-47.46,-0.17,62.34,0.22
Incubation7BinanceB003BTCUSDT45019.7028176.10,Algo,Binance,BTCUSDT,B003,100051.2,ReversalPnF,Incubation7,Long,S_Time_Exit,03/04/2023 16:30,03/04/2023 16:30,16.8,28176.1,28234.5,1000,28176.1,26000000,22.56,47.12,-67.37,-6.74,47.53,4.75
Incubation7BinanceB003BTCUSDT45019.8028030.10,Algo,Binance,BTCUSDT,B003,100130,ReversalPnF,Incubation7,Long,Profit Target,03/04/2023 18:42,03/04/2023 18:42,27.14,28030.1,28108.9,1000,28030.1,26000000,22.46,67.58,-67.31,-6.73,58.59,5.86
Incubation7BinanceB003BTCUSDT45019.9128122.50,Algo,Binance,BTCUSDT,B003,100046.3,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 21:42,03/04/2023 21:42,13.68,28122.5,28206.2,1000,28122.5,26000000,22.53,-94.96,-104.65,-0.37,15.75,0.06
Incubation7BinanceB003BTCUSDT45019.9827760.90,Algo,Binance,BTCUSDT,B003,99986.96,ReversalPnF,Incubation7,Long,S_Time_Exit,03/04/2023 23:17,03/04/2023 23:17,8.68,27760.9,27701.6,1000,27760.9,26000000,22.19,-70.42,-95,-9.5,-0.1,-0.01
Incubation7BinanceB003BTCUSDT45020.0027640.10,Algo,Binance,BTCUSDT,B003,99807.36,ReversalPnF,Incubation7,Long,Stop Loss,03/04/2023 23:53,03/04/2023 23:53,4.18,27640.1,27460.5,1000,27640.1,26000000,22.04,-190.67,-141.06,-14.11,20.74,2.07
Incubation7BinanceB003BTCUSDT45020.0027575.00,Algo,Binance,BTCUSDT,B003,99653.16,ReversalPnF,Incubation7,Long,Stop Loss,03/04/2023 23:58,03/04/2023 23:58,2.2,27575,27420.8,1000,27575,26000000,22,-165.24,-150.33,-15.03,13.77,1.38
Incubation7BinanceB003BTCUSDT45020.0027311.30,Algo,Binance,BTCUSDT,B003,99729.76,ReversalPnF,Incubation7,Long,Profit Target,04/04/2023 00:02,04/04/2023 00:02,2.2,27311.3,27387.9,1000,27311.3,26000000,21.88,65.66,-89.42,-8.94,60.18,6.02
Incubation7BinanceB003BTCUSDT45020.0127347.50,Algo,Binance,BTCUSDT,B003,99806.56,ReversalPnF,Incubation7,Long,Profit Target,04/04/2023 00:10,04/04/2023 00:10,6.23,27347.5,27424.3,1000,27347.5,26000000,21.91,65.85,-44.44,-4.44,54.56,5.46
Incubation7BinanceB003BTCUSDT45020.0127470.20,Algo,Binance,BTCUSDT,B003,99882.18,ReversalPnF,Incubation7,Long,Profit Target,04/04/2023 00:16,04/04/2023 00:16,1.94,27470.2,27545.9,1000,27470.2,26000000,22.01,64.7,-18.19,-1.82,50.51,5.05
Incubation7BinanceB002BTCUSDT45019.5128283.80,Algo,Binance,BTCUSDT,B002,100381.9,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 11:46,03/04/2023 12:12,25.66,28283.8,28293.9,1000,28283.8,26000000,0,-10.1,-67.8,0,14.8,0
Incubation7BinanceB002BTCUSDT45019.5728419.90,Algo,Binance,BTCUSDT,B002,100438.9,ReversalPnF,Incubation7,Short,L_Time_Exit,03/04/2023 13:27,03/04/2023 13:40,13.46,28419.9,28362.9,1000,28419.9,26000000,0,57,-100.1,-0.35,58.2,0.21
